ID,name,category,reassigned_category,type,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound,ES,ES_lower_bound,ES_upper_bound
yd6ub,S+logP,Empirical,Empirical,Standard,0.5078117045448316,0.32065274335046917,0.6544810574382229,0.4054545454545455,0.22727272727272727,0.5872727272727274,0.08545454545454546,-0.21090909090909093,0.37636363636363634,0.6329498837693808,0.20775832653289678,0.890339100622296,0.9860259019357622,0.4754436648782501,1.4062119471075512,0.5272727272727272,-0.019607843137254898,0.8695652173913043,0.728490939546216,0.3647161426969559,1.0854825089635507
7egyc,SMD-Solvation-Trained,Mixed,Mixed,Standard,0.5185293890154418,0.35077835529783563,0.6654458519054588,0.44181818181818194,0.28636363636363643,0.6081818181818183,0.2727272727272727,0.01181818181818181,0.5254545454545455,0.5696257212574015,0.21643020394017395,0.8509862788182113,0.5046729145816512,0.32295817300029606,0.7643501084103617,0.45454545454545453,0.0588235294117647,0.8039215686274509,1.4490634993147558,1.4117695917604554,1.480072539003558
0a7a8,"ML Prediction using MD Feature Vector Trained on logP_octanol_water, with Additional Meta-learner",Mixed,Mixed,Standard,0.5284109970640106,0.3398662838663037,0.6835734980766349,0.42909090909090913,0.2527272727272728,0.6145454545454545,0.31636363636363635,0.060909090909090864,0.56,0.6195061149057849,0.12436805471522575,0.9041837117530982,0.7381251790477819,0.32581875975720426,1.0209458654380807,0.45454545454545453,-0.15555555555555553,0.8431372549019607,1.0061325913313124,0.7286016861165332,1.251270124728325
7dhtp,LogP-prediction-method-name,Other,Empirical,Standard,0.5351125625001291,0.3349491141814068,0.707608006532636,0.43636363636363645,0.2609090909090909,0.629090909090909,0.05999999999999999,-0.2618181818181818,0.3609090909090909,0.48501169145601186,0.06398793558497803,0.8761455973074148,0.7277041330738923,0.27003225735342756,1.147023167007491,0.5636363636363636,0.04166666666666667,0.96,0.5022633830308569,0.18987499480875458,0.8341154809861983
qyzjx,EC_RISM_dry_P1w+2o,Physical,Physical (QM),Standard,0.5360376513234528,0.34203933851372864,0.7442995486911287,0.45545454545454533,0.3090909090909091,0.6427272727272726,-0.15363636363636363,-0.41272727272727255,0.189090909090909,0.7298691457400172,0.304837559825733,0.9727307997099255,1.2157837363226098,0.8705489330202166,1.4846168378340638,0.7818181818181819,0.44186046511627913,1.0,1.216717194789374,1.0185085205642541,1.3578636986585826
REF11,logP(o/w) (MOE),Empirical,Empirical,Reference,0.5426282839527024,0.25168522909669233,0.8023714850367004,0.38818181818181813,0.19181818181818178,0.6309090909090909,0.18999999999999995,-0.10181818181818185,0.5,0.5868180914053706,0.3581516414119254,0.888135886054616,0.9011042365030525,0.37481724336538036,1.6203828895556478,0.6727272727272727,0.3469387755102041,0.9574468085106383,0.07151459778229993,-0.0,0.34270526184642225
REF13,SlogP (MOE),Empirical,Empirical,Reference,0.5519057890618653,0.3714835124201342,0.7063671463584258,0.47272727272727283,0.309090909090909,0.6472727272727274,-0.27272727272727276,-0.5463636363636365,0.024545454545454506,0.6858124464227348,0.3107777850218817,0.925470729262019,1.0598624168939257,0.5396679567403334,1.5483725229375471,0.6000000000000001,0.0980392156862745,0.9574468085106383,0.010797790605922175,-0.0,0.16448634356354777
w6jta,ML Prediction using MD Feature Vector Trained on logP_octanol_water,Mixed,Mixed,Standard,0.5642936050738769,0.32271574883394594,0.7554709548595256,0.4572727272727271,0.2727272727272727,0.6636363636363635,0.3227272727272727,0.05272727272727267,0.5990909090909089,0.5331598591570035,0.12614787955759324,0.9002255381376789,0.6239698939293036,0.34653685774972476,0.8562858122337041,0.5137830903923016,0.02062842492517587,0.88,1.1156055760898158,0.8638786217589325,1.3407533535445826
REF12,MoKa_logP,Empirical,Empirical,Reference,0.5971599450733446,0.4098558504911431,0.7595991765996782,0.5199999999999999,0.3509090909090909,0.6963636363636364,-0.0818181818181818,-0.4336363636363636,0.2645454545454546,0.6650849211611632,0.22582236095447591,0.9039029574865779,1.21378584211055,0.7554166887859183,1.5307304945112832,0.5504818825631803,0.08,0.88,-0.0,-0.0,0.008139872918310562
ji2zm,SM8-Solvation-Trained,Mixed,Mixed,Standard,0.5981334603277403,0.426454729559465,0.7387520189174074,0.5327272727272727,0.3736363636363638,0.6927272727272729,0.4527272727272727,0.20727272727272714,0.6690909090909092,0.6560608975335821,0.31005567065019424,0.9011043493565771,0.6562598825074502,0.43091687420609903,0.9690643971468345,0.5137830903923016,0.10638297872340426,0.84,1.429433669726041,1.3881805722829026,1.467475116629982
5krdi,ZINC15 versus PM3,Mixed,Mixed,Standard,0.601430113827186,0.39167472590032015,0.8163332652783422,0.5081818181818182,0.3309090909090909,0.7145454545454547,-0.30090909090909096,-0.6072727272727273,0.002727272727272669,0.6346203624468356,0.2434337365382935,0.9086787565833848,1.0289304011042364,0.5891908144998873,1.5013915569507565,0.6000000000000001,0.14893617021276598,0.9215686274509803,0.36873070587095264,0.08773897033376249,0.6373741988177805
REF10,h_logP (MOE),Empirical,Empirical,Reference,0.6049793384901668,0.38238486086426293,0.8333666660000266,0.5072727272727271,0.3318181818181816,0.7209090909090907,-0.043636363636363695,-0.41545454545454547,0.28636363636363626,0.37713500418931684,0.006986208141217839,0.8155080654377922,0.6494811799853413,-0.04307439560254061,1.2114502294035507,0.34545454545454546,-0.2653061224489796,0.7999999999999999,0.02115259493057575,-0.0,0.13796253997259025
gnxuu,ML Prediction using MD Feature Vector Trained on logP_octanol_water,Mixed,Mixed,Standard,0.610618166659448,0.3886222751300711,0.8008688463730556,0.5054545454545454,0.31181818181818177,0.7136363636363637,0.40181818181818174,0.13363636363636355,0.6736363636363636,0.5269985278626305,0.12251245630929564,0.9207598618323841,0.5656068278127708,0.3246711555240936,0.7994156296812661,0.5137830903923016,0.04166666666666667,0.8750000000000001,1.0960034331436799,0.8694436369173695,1.305065271259881
tc4xa,NHLBI-NN-5HL,Empirical,Empirical,Standard,0.6227650950690505,0.3993403651933113,0.7976613544378568,0.5145454545454545,0.309090909090909,0.7245454545454545,0.17090909090909087,-0.18818181818181826,0.519090909090909,0.6588729890477372,0.14621354206324136,0.9034807701583485,1.2130398871952464,0.48651456019213474,1.6480312615244959,0.4909090909090909,-0.02127659574468085,0.8571428571428571,1.1017068815150133,0.8793277683181752,1.3110178994144277
6cdyo,SM12-Solvation,Physical,Physical (QM),Standard,0.6464307598441825,0.4198268041163467,0.8326791371558109,0.5363636363636363,0.32818181818181813,0.7536363636363635,-0.24363636363636362,-0.5990909090909092,0.10999999999999993,0.5174527633076107,0.19676951335194956,0.8233818479199779,0.9271791742781346,0.4740647898187425,1.6772755025080506,0.5272727272727272,0.16666666666666669,0.8750000000000001,0.7819815330093997,0.4262912357932916,1.0934285753838062
dbmg3,GC-LSER,Empirical,Empirical,Standard,0.6967522058548766,0.4757864303158795,0.9002979304854386,0.5990909090909091,0.39818181818181825,0.8181818181818182,0.42454545454545445,0.09363636363636352,0.7563636363636363,0.47184960288899813,0.035514527188860515,0.807228267460826,0.7456479762484977,0.13590488205469978,1.301234713454304,0.38181818181818183,-0.1836734693877551,0.7959183673469388,1.4311779282085362,1.3830031701205754,1.4727078920774674
kxsp3,PLS2 from NIST data and QM-generated QSAR Descriptors,Mixed,Mixed,Standard,0.738998093243942,0.49220284067001924,0.9411405073342953,0.6227272727272728,0.39272727272727265,0.8627272727272726,0.4772727272727272,0.14181818181818182,0.8045454545454547,0.36472135250993043,0.016452534436983895,0.7584122390372677,0.536858729904793,0.03321855639466906,1.1492927351508102,0.34545454545454546,-0.1914893617021277,0.7916666666666667,0.7059263258440966,0.367900106593574,1.0477456151279818
nh6c0,Molecular-Dynamics-Expanded-Ensembles,Physical,Physical (MM),Standard,0.744983221287567,0.5507185389025041,0.925669291034134,0.6709090909090908,0.47909090909090907,0.8645454545454545,0.0872727272727273,-0.3427272727272727,0.5390909090909092,0.6172790173190925,0.15584084721150765,0.8771382962704384,1.3413664554677935,0.5156844329654847,1.9219396806623301,0.4909090909090909,0.04,0.8666666666666666,0.7426111272616527,0.49146559242493465,0.990794191342387
kivfu,LogP-prediction-method-IEFPCM/MST,Physical,Physical (QM),Standard,0.7790145289810946,0.32683050931359187,1.0848125099841825,0.5627272727272727,0.26272727272727275,0.9036363636363638,-0.031818181818181884,-0.5154545454545456,0.4109090909090909,0.4071199523060648,0.026923357027766305,0.890628298200525,0.967313781005495,0.2601206755357778,1.4123637201367312,0.45454545454545453,0.0,0.836734693877551,1.0689812699862953,0.7372122319586917,1.3680523831277602
NULL0,mean clogP of FDA approved oral drugs (1998-2017),Empirical,Empirical,Reference,0.7887965517166007,0.49304250231689867,1.0340960039834528,0.6599999999999999,0.41636363636363627,0.9263636363636365,0.42181818181818165,0.021818181818181594,0.8163636363636361,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.0,-0.0,0.13627365477525372
ujsgv,Alchemical-CGenFF,Physical,Physical (MM),Standard,0.8211023632343842,0.5509660936606139,1.0619578830888472,0.6699999999999999,0.3881818181818181,0.9536363636363636,-0.31,-0.7527272727272727,0.14090909090909087,0.3349928379578672,0.006962097761174526,0.7954702725074534,0.7966631074137873,0.0030526658960909397,1.4437070599525426,0.34545454545454546,-0.13043478260869565,0.7692307692307694,1.268795769481014,1.1345709262566277,1.3931087946620158
REF09,clogP (Biobyte),Empirical,Empirical,Reference,0.8222198334663635,0.5208384848230087,1.1040133398403547,0.6827272727272727,0.4254545454545456,0.9627272727272728,-0.2572727272727274,-0.7190909090909092,0.2009090909090909,0.4631155836650092,0.0886093162772683,0.8971177644189243,1.0852788308784407,0.43446176180010876,1.7775368586358224,0.4770842982214229,-0.04166666666666667,0.8666666666666666,0.010797790605922175,-0.0,0.17057740493099108
wu52s,LogP-PLS-ECFC4_CSsep-Bayer,Empirical,Empirical,Standard,0.8282895848455637,0.5784854834353707,1.0511552086762794,0.7227272727272727,0.4881818181818183,0.9727272727272727,0.6972727272727273,0.4336363636363636,0.9645454545454545,0.5504105575886316,0.11400363583187886,0.9858846861510251,0.537452145410982,0.2399471735413984,0.8754795055764721,0.5636363636363636,-0.0588235294117647,1.0,0.42496227694948585,0.1618007392333569,0.7431371734706592
g6dwz,NHLBI-NN-3HL,Empirical,Empirical,Standard,0.8473756277740437,0.5671459648578533,1.073566697762861,0.7154545454545455,0.45272727272727276,0.9872727272727274,0.3463636363636363,-0.12000000000000002,0.7909090909090909,0.5158471085901744,0.08981372331676069,0.8475502119652399,1.1826957062016568,0.5038723667905826,1.717810247803337,0.45454545454545453,-0.0588235294117647,0.8431372549019607,0.8431690131096253,0.5482785829976329,1.1415479601866083
5mahv,ML Prediction using MD Feature Vector Trained on Hydration Free Energy,Mixed,Mixed,Standard,0.8491867767565519,0.4161730409336962,1.18581770789765,0.6245454545454546,0.30727272727272725,0.9845454545454544,-0.015454545454545549,-0.5227272727272729,0.48090909090909084,0.3359726591129852,0.032721099179228504,0.7911962984125227,0.903476038291112,0.2976465786967764,1.3799261467832693,0.23636363636363636,-0.3333333333333333,0.72,1.0719714273848584,0.7326439359331092,1.3412240264684305
bqeuh,ISIDA-LSER,Empirical,Empirical,Standard,0.8661776009362262,0.5101693123588749,1.1673396327469647,0.6572727272727273,0.3436363636363637,1.0036363636363637,0.24818181818181823,-0.2372727272727272,0.7372727272727274,0.0059105832748732046,0.00010298040993815077,0.5288313986996799,-0.05141694229173714,-0.4297274455947602,0.4882030515710231,0.018181818181818184,-0.5652173913043479,0.5833333333333334,1.3250550272021266,1.1726400598031481,1.4428340047344161
d7vth,UFZ-LSER,Empirical,Empirical,Standard,0.8674937778136824,0.622429258484996,1.0935305624028488,0.7781818181818181,0.5636363636363636,1.01,-0.6527272727272727,-0.9681818181818183,-0.3,0.6282526344966336,0.19552487239614139,0.9374065154665435,1.1059032751327278,0.7194494796911718,1.388568777772352,0.4909090909090909,0.0,0.8695652173913043,0.7736201669504548,0.5217824660492546,1.0372523775904317
2mi5w,Alchemical-CGenFF,Physical,Physical (MM),Standard,0.9461404854363955,0.6349731561971018,1.2366964792616588,0.8127272727272726,0.5354545454545456,1.11,-0.3000000000000001,-0.8218181818181818,0.24727272727272712,0.1815586957077438,0.002122953470652448,0.6390867999822851,0.6063608933600712,-0.13819815632504442,1.2392741509408398,0.23636363636363636,-0.21739130434782608,0.7083333333333334,1.208245082160112,1.035840358818888,1.348173373755832
kuddg,LogP-Pred-MTNN-GraphConv-Bayer,Empirical,Empirical,Standard,0.9663709056427181,0.717318237984686,1.1878475567941444,0.8872727272727271,0.6609090909090909,1.1209090909090909,0.8872727272727271,0.6609090909090909,1.1209090909090909,0.6723671671142256,0.27521819129839376,0.9483012067511103,0.7124687945294157,0.435480732703907,1.0488083296763007,0.5272727272727272,-0.038461538461538464,0.9199999999999999,0.169802178938771,0.024558051967828124,0.3463875853094675
qz8d5,SMD-Solvation,Physical,Physical (QM),Standard,0.9716527625181183,0.7002272358443234,1.1888764749658698,0.8436363636363636,0.5563636363636364,1.12,0.7727272727272727,0.4163636363636364,1.1063636363636364,0.5271215989749969,0.17393635969124596,0.8432543675366002,0.9301722951228312,0.4694030290964328,1.5552036489410723,0.4770842982214229,0.0588235294117647,0.8333333333333335,1.3970679845508538,1.34163932610712,1.4522474632113738
y0xxd,FS-GM (Fast switching Growth Method),Physical,Physical (MM),Standard,1.0410003929787048,0.42502406348988575,1.487719426138239,0.7190909090909091,0.3181818181818181,1.1881818181818178,0.3663636363636364,-0.16636363636363624,0.9663636363636363,0.33111611241205097,0.0028262870516204694,0.9249468976336187,1.0283667493851916,-0.2222697523206572,1.9841278197467818,0.41818181818181815,-0.1372549019607843,0.9148936170212767,1.3129282777523987,1.1291720309536666,1.4719049794426682
2ggir,FS-AGM (Fast switching Annihilation/Growth Method),Physical,Physical (MM),Standard,1.0424097955306164,0.834445923951936,1.2392556416876002,0.9763636363636362,0.7590909090909089,1.1872727272727273,-0.3563636363636364,-0.8827272727272728,0.27363636363636357,0.30671947007428463,0.0019153382394233637,0.9280087171385412,0.9774446300547283,-0.3088923556942275,1.873301538018341,0.4909090909090909,0.0,0.9199999999999999,0.8275814333374863,0.6287082796904634,1.0254578678516553
dyxbt,B3PW91-TZ SMD set1,Physical,Physical (QM),Standard,1.0651504375183134,0.779481179433416,1.348049095410239,0.9581818181818181,0.6872727272727273,1.2463636363636363,0.9581818181818181,0.6872727272727273,1.2463636363636363,0.5464040035728037,0.08788221925041106,0.8993608265101012,0.6818399973212591,0.19672248754791244,1.147009844221,0.5636363636363636,0.10204081632653061,0.9183673469387755,-0.0,-0.0,-0.0
mm0jf,LogP-prediction-SMD-HuangLab,Physical,Physical (QM),Standard,1.0892282505600843,0.9026476207650066,1.234150425485999,1.0309090909090908,0.8027272727272726,1.219090909090909,1.0309090909090908,0.8027272727272726,1.219090909090909,0.7513504653354802,0.43498823088381255,0.9812381424499216,0.6020674670645092,0.387162727300889,0.8212137688455702,0.7454545454545454,0.3725490196078431,1.0,1.0940930548057093,0.9850630563284746,1.2230574359400308
h83sb,Linear Regression with B3LYP/6-31G+,Mixed,Mixed,Standard,1.1170334087947578,0.5901694671871801,1.5833795846514218,0.8690909090909091,0.49272727272727274,1.3154545454545454,-0.20909090909090908,-0.9054545454545454,0.4009090909090908,0.00021151712378110295,0.00013275121062779482,0.5661360967505122,-0.01880885323848605,-1.0823359581802543,0.8440621022577421,-0.16363636363636364,-0.6799999999999999,0.42857142857142855,0.3262870827969047,0.0651466699890638,0.5973116270055513
3wvyh,Alchemical-CGenFF,Physical,Physical (MM),Standard,1.1323386900971408,0.48468358938402467,1.7380474938588675,0.7663636363636364,0.35000000000000003,1.3036363636363637,0.26454545454545453,-0.3227272727272727,0.9490909090909091,0.3657793891641701,0.032708849900560284,0.9254957404260327,1.241027148294349,0.3347430475458161,2.268271121199705,0.5504818825631803,0.12,0.9515011557912563,1.2257153536276426,0.9776430361172256,1.4144551960906462
f3dpg,PLS from NIST data and QM-generated QSAR Descriptors,Mixed,Mixed,Standard,1.1732084988688847,0.7344138045840616,1.5227069198097065,0.9218181818181818,0.5027272727272727,1.3527272727272728,-0.8509090909090908,-1.3236363636363637,-0.3781818181818182,0.1097824426022623,0.0016538222497501285,0.4585845547241719,0.3617267461111752,-0.19575815908004324,0.8773491981000955,0.14679516868351475,-0.33366303997509683,0.5307227776030219,0.634439414704376,0.24735246480335565,1.0270083198360953
25s67,FS-AGM (Fast switching Annihilation/Growth Method),Physical,Physical (MM),Standard,1.211321592311472,0.8418756116283125,1.5407288711987759,1.0572727272727271,0.7172727272727273,1.4154545454545455,-0.9736363636363637,-1.3936363636363636,-0.5445454545454546,0.6261426146450121,0.1459934963118914,0.898262885661662,1.3317248486697444,0.40288255136461165,2.3444568281649514,0.45454545454545453,-0.12,0.8750000000000001,0.7923363373340534,0.5319711505184325,1.0829353378462563
zdj0j,Solvation-B3LYP,Physical,Physical (QM),Standard,1.2147801896190558,0.9767804256842987,1.4162113350254424,1.1327272727272726,0.8600000000000001,1.3772727272727274,1.1327272727272726,0.8600000000000001,1.3772727272727274,0.6397811535346889,0.25094677125391057,0.9434885280682611,0.8564046089224392,0.40825933026107103,1.3006532408630753,0.6363636363636364,0.16666666666666669,0.9583333333333335,0.07671968658720603,-0.0,0.31025651674349713
7gg6s,MLR from NIST data and QM-generated QSAR Descriptors,Mixed,Mixed,Standard,1.2656906127773593,0.8162497389669638,1.6291157668558063,1.0045454545454546,0.56,1.4727272727272729,-1.0045454545454546,-1.4727272727272727,-0.5581818181818183,0.10143142429272857,0.0013932887406798904,0.44326083213470807,0.31170126086843286,-0.1466410376235525,0.7642084875824365,0.16363636363636364,-0.32,0.5416666666666667,0.5969517006520205,0.23409056300787692,0.9931752426042056
hwf2k,Extended solvent-contact model approach,Empirical,Empirical,Standard,1.2763548950749624,0.5676186299716642,1.905599404625508,0.9336363636363636,0.49272727272727274,1.507272727272727,-0.09363636363636364,-0.9127272727272726,0.5709090909090908,0.1159915708036296,0.0006829400227724718,0.8384636029760508,0.6821190328257366,-0.766684800079128,1.6289982581296527,0.3090909090909091,-0.3181818181818182,0.7872340425531915,0.48360258593241695,0.23627780777164062,0.8144856513974834
pcv32,Solvation- WB97X-D,Physical,Physical (QM),Standard,1.2840029736584089,1.0036705363088751,1.5342365587424314,1.1699999999999997,0.8445454545454546,1.4745454545454544,1.1699999999999997,0.8445454545454546,1.4745454545454544,0.4981082060411082,0.13038856327866025,0.8904650408908211,0.7504380857420299,0.2586383832916075,1.393607660660637,0.4403855060505442,-0.0588235294117647,0.804537956765912,0.28406495286349104,0.016252059194041837,0.479754142613896
v2q0t,InterX_GAFF_WET_OCTANOL,Physical,Physical (MM),Standard,1.3051750143876562,0.947115237300759,1.6498347024640214,1.1645454545454546,0.8181818181818182,1.513636363636364,-1.1536363636363636,-1.5118181818181817,-0.7890909090909091,0.6977353925920066,0.2588394539279844,0.9759698255840361,1.3095229236968111,0.9223911628200016,1.5694978652140308,0.6363636363636364,0.14893617021276598,0.9999999999999999,1.3447956033611586,1.2442930907983445,1.4143998228054877
rdsnw,EC_RISM_wet_P1w+1o,Physical,Physical (QM),Standard,1.3150734511114508,0.8838757625573651,1.7195718283128716,1.1509090909090907,0.8081818181818182,1.5499999999999994,1.1509090909090907,0.8081818181818182,1.5499999999999994,0.7774247325353058,0.4057488425713373,0.9646307446746097,1.5091132995762375,1.163723135092108,1.769823463687151,0.7454545454545454,0.3617021276595745,1.0,0.9834849177014551,0.7447429987402578,1.2110968063457788
ggm6n,FS-GM (Fast switching Growth Method),Physical,Physical (MM),Standard,1.3225113850687122,0.9575062306941831,1.6363818180808092,1.1636363636363638,0.799090909090909,1.5336363636363637,-1.1509090909090909,-1.529090909090909,-0.7681818181818184,0.532587015344206,0.11320013490495276,0.8414656827388096,1.0423743317099667,0.45194807391909964,1.6578462348604535,0.5272727272727272,0.08695652173913043,0.8431372549019607,1.1742458850727469,1.012362085911652,1.319323892188214
jjd0b,MD/S-MBIS-GAFF-TIP3P/MBAR/,Physical,Physical (MM),Standard,1.3505285160733456,0.8962396189331591,1.7370167738761975,1.1345454545454545,0.7163636363636363,1.5727272727272728,-1.0945454545454545,-1.56,-0.6345454545454544,0.6626662961826788,0.2182093438895625,0.9060414702750129,1.5053053950584674,0.8137209761231335,2.0360000000000005,0.5272727272727272,0.0,0.9090909090909091,0.7548209366391184,0.45810318811689305,1.0674585046444345
2tzb0,EC_RISM_dry_P1w+1o,Physical,Physical (QM),Standard,1.3803490994540608,0.930078198080922,1.7932550394084041,1.2090909090909092,0.8399999999999999,1.6281818181818186,1.2090909090909092,0.8399999999999999,1.6281818181818186,0.7896809701679401,0.4263107816794004,0.9718501594575315,1.5784536224389187,1.2118089619937062,1.843852118456135,0.7454545454545454,0.3617021276595745,1.0,0.9972451790633611,0.7823691460055097,1.2096294142890764
cr3hs,PLS3 from NIST data and QM-generated QSAR Descriptors subset,Mixed,Mixed,Standard,1.3862736185380378,0.5630113837053548,2.0893148072122507,0.9609090909090909,0.45,1.6009090909090908,0.8045454545454546,0.2018181818181817,1.5236363636363635,0.40342003756966394,0.011426952369952085,0.7960562749704831,1.3608152301298817,-0.14237926486245947,2.66716866148686,0.34545454545454546,-0.29411764705882354,0.836734693877551,0.6531832717305537,0.33046776582637716,1.0020626548721572
arw58,DLPNO-CCSD(T)/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.4057835084846002,0.8021391853832305,1.8963769283941032,1.0936363636363637,0.6,1.6409090909090909,1.01,0.4527272727272727,1.6054545454545457,0.08742942169404108,0.00026021380624735466,0.5502068809377301,-0.24177310320965234,-0.7389476172785303,0.23883409284221552,-0.2,-0.64,0.33333333333333337,-0.0,-0.0,-0.0
ahmtf,B3PW91-TZ SMD kcl-wet-oct,Physical,Physical (QM),Standard,1.4129820175140877,1.1310172412478954,1.6882104565055107,1.3336363636363637,1.0690909090909089,1.6154545454545455,1.3336363636363637,1.0690909090909089,1.6154545454545455,0.5498536749114745,0.11560910621063811,0.8878310062944367,0.6988872064081433,0.24069299546044692,1.166164478408042,0.5636363636363636,0.12500000000000003,0.9183673469387755,-0.0,-0.0,-0.0
o7djk,B3PW91-TZ SMD wetoct,Physical,Physical (QM),Standard,1.4170969043659776,1.1363178172580863,1.6991388193060413,1.3381818181818181,1.0754545454545454,1.6227272727272728,1.3381818181818181,1.0754545454545454,1.6227272727272728,0.5503101150842721,0.1019217934591634,0.8921846273909382,0.6981691550432875,0.22655093559038986,1.1682090385838622,0.5636363636363636,0.0980392156862745,0.9183673469387755,-0.0,-0.0,-0.0
